検索クエリ,関連度,検索時間差,検索時間差の標準誤差,重複UU,ログインUU,男性ログインUU,女性ログインUU,10代以下ログインUU,20代ログインUU,30代ログインUU,40代ログインUU,50代ログインUU,60代ログインUU,70代以上ログインUU
算数オリンピック,2.129,-64.421,45.868,10,10741,3408,6808,156,211,1802,5976,1642,465,284
神奈川 高校 偏差値,2.124,19.581,46.423,11,11873,5655,5650,274,674,1787,5552,2766,433,132
住宅ローン 借り換え,2.123,1.97,19.672,11,11882,7446,4114,16,311,3269,5437,2349,319,100
進研ゼミ小学講座,2.121,-14.191,18.743,46,49792,3946,43350,145,266,13848,31059,2641,572,376
不登校 親 しんどい,2.12,38.394,38.496,16,17330,2963,13189,174,200,1876,9752,4288,290,236
チャレンジタッチ,2.119,-2.188,15.196,105,113852,24046,84522,809,696,33019,66268,8982,1251,884
年収400万 手取り,2.117,12.825,27.948,11,11956,5440,6007,55,2128,4336,3355,1424,376,91
佐鳴予備校,2.116,-1.972,20.619,27,29354,10258,17128,860,889,3008,15126,6683,1143,576
レンタカー スタッドレス,2.116,-53.54,34.451,10,10876,5757,4723,42,1757,2381,3580,2282,541,135
カロナール200 子供,2.111,-12.203,33.698,11,12027,1923,9525,54,140,3060,7016,1268,164,85
遠足 お弁当,2.11,2.993,51.868,12,13131,1091,11304,44,244,4661,6499,1058,234,113
チャレンジ 小学講座,2.108,9.725,20.397,39,42770,6657,34202,138,308,11218,26338,3133,621,382
漢検 過去問,2.108,-52.922,37.792,13,14250,3593,9637,640,591,1817,6850,2745,687,375
国立大学 学費,2.107,-0.698,26.692,30,32927,13817,17259,450,1155,2559,13324,11399,2197,999
蕁麻疹 子供,2.107,101.782,48.109,11,12076,1430,10089,18,386,6275,4665,294,147,55
4人家族 生活費,2.102,0.818,35.615,12,13242,4756,7832,47,740,5221,5299,1315,270,102
平和島 アスレチック,2.102,8.095,41.107,11,12135,4031,7650,102,641,2656,6434,1620,320,183
家族旅行 おすすめ 国内,2.101,-3.126,36.854,12,13252,5242,7258,160,883,2819,6033,2502,359,131
全国統一小学生テスト,2.097,-6.456,21.027,45,49881,10882,36930,258,376,10752,30942,5533,803,548
標語とは,2.095,-67.929,44.236,14,15557,5267,9256,378,1000,3971,6632,2119,626,271
ランドセル 寄付 2023,2.086,98.853,20.744,18,20170,4158,15000,139,125,1568,11958,5434,380,209
中学生 ファッション,2.085,-1.249,22.513,34,38126,7936,27156,972,511,4031,22360,6899,997,682
お守り 手作り,2.084,-34.043,60.265,11,12351,1499,9792,734,950,2316,5186,2026,402,168
0356570976,2.082,-103.109,16.817,11,12380,2032,9778,34,66,1907,8706,1322,92,74
発表会 ドレス,2.08,-18.323,43.004,10,11272,1295,9268,104,124,1891,6227,1793,586,274
くもん,2.078,-32.443,31.547,26,29383,4854,23213,227,1176,11045,12807,2286,829,507
ena,2.074,21.037,36.625,13,14749,6387,7769,191,473,1736,6682,3725,1141,590
割り算 筆算,2.073,4.906,31.589,18,20436,7152,12246,189,695,5017,9948,2812,900,394
主婦 パート,2.07,-19.648,37.258,14,15946,1993,13047,56,500,4139,7073,3194,456,186
保険 ランキング,2.07,-79.569,31.368,10,11386,3448,7479,19,1286,3647,3659,2165,327,128
0120984807,2.068,-53.894,22.863,10,11406,2290,8592,41,50,1542,8024,1361,132,91
太陽が丘 プール,2.067,-219.825,27.965,14,15996,6005,9235,186,429,4605,7959,1717,492,234
アラフォー ファッション,2.066,-158.725,46.11,12,13714,1570,11411,42,65,4649,7556,936,122,73
ピアノ教室,2.065,0.006,25.708,27,30918,7040,22281,170,952,7566,12158,5608,2603,1131
子供 咳止め 市販薬,2.065,-32.623,47.211,12,13739,2430,10708,18,322,6389,6127,484,142,53
成長痛,2.063,-59.29,26.856,29,33247,9199,21927,701,1286,8276,16306,3924,1102,540
中学受験,2.062,-3.531,14.196,84,96466,27716,63571,832,1185,12373,55360,19201,3092,2255
ステップ 塾,2.062,26.98,28.971,11,12625,2879,8973,299,181,814,7245,3376,204,139
私立高校 就学支援金,2.061,-36.082,44.773,14,16088,3872,11532,93,39,1058,9731,4493,264,150
英検 準2級,2.061,-7.355,40.619,14,16084,4683,10104,1123,550,999,8142,4096,279,203
ソフトテニス ラケット,2.059,-1.491,50.665,10,11514,5921,4738,384,639,1765,5694,1949,355,193
学校 行きたくない,2.055,-67.896,30.008,15,17338,2541,12119,2608,584,1747,7876,2312,249,213
0120426956,2.053,31.74,21.18,39,45178,10424,32567,302,326,7298,30002,5838,363,251
子供 頭痛 原因,2.052,-42.096,39.543,10,11594,2178,8902,35,84,4006,6342,752,115,66
z会,2.051,-7.121,17.931,55,63814,18310,42116,1357,1271,11560,33278,12212,1997,918
中2病とは,2.051,-2.316,45.991,10,11601,3771,7131,67,86,934,5868,3314,780,220
フリースクール,2.05,2.643,44.928,12,13948,4299,8771,244,1068,2661,5780,2657,749,383
馬渕教室,2.048,0.0,19.037,34,39564,12284,24914,684,840,4703,22171,7761,1353,956
自由研究 小学生,2.047,-126.173,13.269,70,81559,20944,56085,619,815,17656,48921,9035,1449,870
旭高校,2.047,-3.719,15.725,10,11651,4200,6483,649,600,858,4981,3187,597,218
スタサプ,2.046,3.946,21.885,40,46669,16765,26717,3005,1812,5576,21230,11564,1448,465
高校入試 日程,2.045,126.257,19.689,19,22195,8253,12340,526,940,2326,8418,5758,2174,1160
switch コントローラー 繋がらない,2.043,-146.493,38.502,10,11705,5261,5897,228,1733,4602,3951,747,160,51
四谷学院,2.041,7.705,18.74,27,31666,10975,18470,1470,1314,1654,11888,12330,1447,544
高校生 お小遣い,2.041,12.966,33.186,10,11722,3048,7907,568,256,1130,6826,2463,94,62
通分とは,2.04,-19.089,44.535,12,14077,4826,8167,393,534,2517,7092,1927,641,359
濃厚接触者 発熱したら,2.039,-72.258,40.199,12,14091,3264,10245,43,592,4502,6210,2034,389,86
日本の歴史 まんが,2.036,-15.059,33.896,10,11784,3552,7654,119,181,2001,6592,1806,535,333
バレーボールシューズ,2.033,-43.097,34.832,20,23630,9534,12650,464,805,2983,11159,5744,1329,360
ミマモルメ,2.03,39.041,31.002,28,33173,6899,24671,153,384,8294,18569,4340,608,300
自転車 子供,2.029,-37.417,31.129,17,20170,4590,14774,57,421,8357,9243,1011,528,215
秒 英語,2.024,-8.619,47.293,11,13121,6046,6306,277,1083,2306,4442,2797,1295,521
やる気スイッチ,2.023,-2.269,25.112,25,29842,11155,17068,337,1075,4422,13753,7320,1687,512
子供 高熱,2.021,-55.472,49.223,10,11958,3425,8060,14,342,5746,4861,544,215,69
シャトルラン 平均,2.017,-117.053,37.175,19,22817,7718,13484,788,1338,5465,11745,2077,298,195
during,2.017,-60.264,23.24,12,14415,5016,7954,1183,1122,1779,5815,2576,691,360
乾燥機 電気代,2.017,-10.909,50.746,11,13204,4932,7715,45,1070,4233,4528,2131,714,278
東京都 教員 異動,2.015,120.665,34.512,10,12032,2952,8547,188,434,2059,6054,2439,445,201
通知表 家庭から,2.011,-72.965,31.737,10,12085,1704,9684,34,64,3044,7042,1491,81,49
英検4級 レベル 何年生,2.008,55.965,52.574,13,15744,3807,10940,255,222,1449,9647,3124,329,271
ファミリーリンク,2.007,-23.422,32.233,19,23040,7965,13927,429,406,3329,13685,4324,274,181
トランプ 二人遊び,2.007,16.663,38.936,12,14555,5778,7660,674,2861,3833,4556,1288,454,253
50メートル走 平均 小学,2.006,10.346,37.12,17,20644,6888,12746,167,309,5116,12122,1846,402,213
スマイルゼミ,2.005,-0.458,14.474,112,136162,29961,100090,715,1667,43216,69756,13795,3220,1528
フォートナイト 名前変更,2.004,4.714,21.207,26,31634,12166,17570,740,492,8613,17683,2644,228,164
国立高校,2.003,-68.614,61.748,11,13395,5156,7237,589,745,1181,5666,3559,743,371
クーバーサッカースクール,2.002,44.48,39.308,11,13407,4911,7840,81,186,3253,7832,1467,199,102
まいぜんシスターズ 声,2.001,-27.61,23.99,15,18303,5119,12026,482,307,5567,9912,1140,176,128
私立中学 偏差値,1.998,2.127,25.104,17,20810,5001,14743,114,160,2296,11907,4075,941,834
アレグラ 子供,1.998,10.651,61.048,10,12239,2201,9409,40,79,3190,7399,990,213,94
子供新聞 おすすめ,1.998,63.14,38.702,10,12236,2216,9441,25,37,3219,7177,1078,314,210
関東 遊園地,1.996,-15.126,39.123,10,12268,5031,6624,354,1694,4233,4788,756,120,50
昭和高校,1.995,-25.194,52.781,12,14732,5269,8226,883,814,1069,6252,4124,610,275
公文式教室,1.994,-0.008,13.326,75,92184,21031,66480,326,935,22326,42118,14507,7048,2874
公立高校,1.991,-60.044,29.631,16,19722,6342,11818,750,343,1205,9518,5561,962,538
服部緑地公園 プール,1.991,-98.51,34.949,10,12320,4763,6951,125,355,3699,5873,1438,393,137
早稲アカ,1.99,-11.08,25.024,16,19739,4956,13766,321,310,1596,11945,4641,355,214
進研ゼミ高校講座,1.988,0.001,34.3,15,18547,3970,13168,848,189,474,9916,6039,269,140
まとめ髪,1.988,-50.592,28.59,14,17305,1099,15225,183,1203,2722,7038,4641,901,185
山手学院,1.988,55.066,45.229,14,17303,5822,10444,407,600,1477,8377,4575,813,556
食費 平均 3人家族,1.987,20.876,34.307,10,12369,3420,8374,34,441,3574,4675,2610,696,117
サピックス,1.983,-0.023,21.022,41,50917,15482,33122,366,929,7837,27517,9946,2162,1351
扶養手当,1.982,15.072,45.286,13,16170,7201,8279,42,1673,5966,5046,2312,634,211
ネギ塩チキン,1.981,44.607,41.557,10,12451,2351,9513,41,1292,3438,3849,2590,754,248
カービィ イラスト,1.981,64.169,41.895,10,12444,2561,9098,211,740,4189,4992,1111,569,256
給付金 子育て世帯,1.98,-38.706,49.196,10,12463,1802,10022,46,761,5049,5125,945,176,102
シングルマザー 手当,1.979,-34.023,29.05,23,28677,6486,20832,90,2472,11300,10423,2739,832,311
自由研究,1.978,-122.845,19.267,34,42456,12028,27352,1212,787,8598,23457,5296,832,534
作文の書き方 ルール,1.977,-51.144,24.642,22,27488,7513,17460,1359,1162,4809,13158,4307,881,317
交通安全ポスター,1.977,-13.2,32.209,18,22498,5610,15275,390,335,5639,11937,2363,581,353
配当金 いつ,1.976,-108.22,36.323,11,13758,9063,4218,28,874,3001,4051,3013,1771,799
電子辞書,1.975,13.867,29.094,20,25058,9625,13717,1127,1147,2876,10273,5687,1596,1477
不登校,1.973,-21.277,32.703,26,32615,9945,20317,700,1314,3421,14696,8523,1913,905
扇形の面積の求め方,1.973,73.744,42.393,10,12554,4011,6309,2313,1613,790,4221,1615,258,150
通信制高校,1.972,-3.56,20.992,48,60299,17459,38189,2891,1979,4370,26559,18002,2663,1390
ブライトン 順位,1.972,100.697,35.665,11,13813,11914,1247,268,1854,3730,4624,2050,737,215
大学 奨学金,1.971,-0.016,34.044,16,20116,7092,11977,513,558,1686,10529,5862,407,150
英ナビ,1.97,-0.952,23.693,23,28954,7717,17973,3489,734,1488,14079,6558,395,241
公立高校 倍率 2023,1.969,170.046,28.959,14,17642,3860,12252,905,213,1174,9926,3961,319,276
河合塾マナビス,1.967,-3.24,15.31,14,17668,5486,10592,1832,904,477,6399,6609,449,161
子育て 疲れた,1.967,-0.439,36.206,11,13891,2092,11079,39,496,5970,5838,982,233,89
中学受験 偏差値 2023,1.966,0.113,17.393,25,31590,11906,18154,184,351,3198,15165,8530,2177,1360
愛知県 高校 偏差値,1.964,11.266,35.039,15,18985,8008,9867,403,941,2486,9476,4058,640,403
貯蓄 平均,1.963,-21.058,29.474,11,13937,6435,6865,16,515,2621,4747,3824,1525,393
コロナ 保健所からの連絡,1.962,-89.062,35.242,13,16487,5407,10404,99,2302,5351,5680,2253,428,108
青山高校,1.962,-23.914,17.539,10,12688,5064,6698,604,736,1002,5021,3669,787,354
学級閉鎖 習い事,1.96,-37.862,29.607,10,12712,1839,10241,77,58,3305,7740,1066,172,81
プール付きホテル,1.959,-128.188,28.98,27,34349,11852,21112,156,1736,8760,15700,5075,1754,631
能開センター,1.956,-0.017,14.665,21,26800,8443,16641,585,616,2879,15245,5515,755,393
フォートナイト スイッチ,1.956,-38.047,35.557,15,19148,9371,8879,159,665,5178,9939,2340,299,129
三人称単数とは,1.955,33.575,39.847,11,14058,3756,8812,1105,1070,1437,6180,2513,579,245
電車 乗り換え,1.953,131.891,36.22,13,16641,7258,8466,443,1971,5770,5195,1980,582,289
数検,1.952,15.981,25.999,23,29473,9335,18005,1405,1298,3092,14707,6806,824,403
漢検 レベル,1.952,48.251,36.981,22,28186,5795,20306,976,1358,3758,14321,5363,863,482
楽天 マイナポイント いつ,1.952,95.587,51.951,12,15375,6024,8871,24,1007,5335,5674,2300,702,198
土浦日大,1.95,17.222,45.391,10,12836,6553,5532,363,613,1294,5381,3669,744,368
いぼ,1.942,-6.839,47.728,11,14237,4627,8823,227,1157,3106,4447,2892,1325,711
大阪府子ども食費支援事業,1.942,136.888,33.978,11,14232,3718,9922,70,338,3491,6692,2860,410,139
少子化対策,1.941,57.799,31.322,18,23313,13045,8951,599,2094,5895,6781,4194,2138,913
then 意味,1.94,-8.572,39.248,11,14263,4859,7819,1241,1443,1664,4948,2700,853,401
アクアビーズ 図案,1.939,-17.064,48.153,11,14275,3118,10598,63,300,6171,5952,872,515,191
ヨーヨー,1.937,51.985,40.259,13,16910,6667,9295,321,1341,4336,6244,2619,1067,502
年収800万 手取り,1.931,-21.122,38.393,15,19626,8384,10396,66,1449,6031,7519,3424,658,147
海水浴場,1.93,-169.358,34.07,13,17028,11277,4917,154,761,2900,6728,3938,1504,617
児童手当 増額,1.927,83.416,29.09,23,30208,11067,17891,89,1749,14725,11063,1417,417,255
医学部 学費,1.927,16.588,35.563,13,17077,7346,8792,295,916,2444,6311,5109,1094,472
四谷大塚 全国統一テスト,1.925,-156.283,28.726,10,13164,2903,9683,41,36,1959,8656,1884,216,203
子供手当 増額 2023,1.924,94.514,20.599,28,36906,14761,20552,119,839,12580,17122,3880,1181,517
ニコラ,1.924,-56.51,45.556,15,19776,4606,13307,1166,1651,3097,8439,3054,867,412
プール付きホテル 関東,1.924,-102.409,45.338,10,13174,3446,9243,48,949,4168,5996,1285,393,170
スタディサプリ,1.923,-0.008,13.72,98,129315,45804,75477,5548,5591,15840,59615,33050,4463,1494
コロナ 胃痛,1.923,47.612,39.854,12,15829,3152,12032,61,1148,4988,6410,2495,400,105
しらこばと水上公園 プール 2022,1.921,-77.096,21.253,25,33029,13123,18467,355,1087,8535,15433,5157,1318,433
カルボシステイン 子供,1.917,-109.065,44.45,13,17246,2429,14036,38,677,7277,7607,922,333,121
小学生 英語,1.917,-16.415,49.839,12,15922,5938,8944,559,1027,2868,6891,2463,906,685
福岡 子供 遊び場,1.917,-42.445,47.681,10,13273,4911,7849,23,723,6613,4813,612,231,75
花粉 咳が出る,1.916,55.56,18.504,11,14606,4268,9552,252,2281,5676,4404,1339,280,68
スプラトゥーン3 一番くじ,1.916,80.416,27.871,10,13289,5356,7167,369,963,3488,6416,1420,157,97
シングルマザー,1.915,-4.443,23.938,36,47849,16904,28407,206,2465,13046,18035,8616,3039,1316
世帯年収,1.914,29.977,39.573,13,17302,9002,7582,54,1254,4733,6838,3326,624,194
晩御飯 めんどくさい時,1.913,-98.577,26.96,16,21317,4935,14971,91,888,4442,8274,5558,1114,296
夏休み 旅行 2022 子供,1.912,-222.226,20.293,26,34665,9792,23136,71,215,8384,20100,3454,1119,560
中体連,1.911,11.151,40.296,12,16022,7171,7900,276,426,1676,8119,3855,813,329
ランドセル リメイク,1.91,53.574,18.591,75,100196,21603,73467,836,2418,16133,54878,20003,2914,1013
電子辞書 高校生,1.91,147.13,33.958,13,17368,5067,11183,489,132,662,10312,4711,271,272
就学支援金制度 高校 年収,1.91,-14.124,41.538,10,13361,3309,9402,110,70,835,7777,4008,219,117
モンテルカストチュアブル,1.908,85.261,49.528,10,13386,2444,10222,74,249,3259,7679,1464,260,145
セイハ英語学院,1.906,-80.537,42.611,15,20123,3514,15676,54,607,8018,8776,1582,565,194
みんなの写真やさん,1.903,-92.297,33.595,16,21523,4789,15678,269,413,6335,11002,2600,308,173
英検5級 レベル 何年生,1.901,-63.404,42.826,11,14830,3171,10844,150,168,2170,8926,2516,309,256
英進館,1.9,-23.684,35.051,20,26998,9801,15539,500,762,3124,14547,5679,1046,539
サーモス 水筒カバー,1.9,-61.134,36.192,13,17547,2445,14281,50,124,4985,9981,1624,306,166
住宅ローン 繰り上げ返済,1.896,0.003,27.574,18,24388,11822,11636,34,430,4183,8943,7361,2641,418
医療保険 コロナ,1.896,-46.503,25.007,13,17615,6908,10074,36,901,4977,7193,3025,973,291
水筒カバー,1.895,-43.349,36.451,21,28476,4138,22873,119,314,8044,14578,3186,1225,420
コロナ 抗原検査 タイミング,1.889,-83.043,33.869,19,25940,6141,18707,90,1420,7197,10389,5086,1140,228
喉の痛み カロナール,1.888,43.469,54.396,13,17762,3545,13382,81,1567,5929,6665,2493,590,126
受験生 親ができること,1.888,77.641,24.111,10,13661,2629,10059,102,58,601,7520,4527,229,178
甲南高校,1.887,-14.583,52.907,10,13670,6513,6156,480,744,1191,4917,4050,1152,564
都立高校 倍率 2023,1.886,35.176,25.177,21,28739,8104,18822,1149,612,1488,12942,9759,1107,790
高校,1.883,0.017,28.551,23,31582,13224,15413,2065,1522,3046,11103,7374,2548,2107
ポピー 教材,1.883,-35.037,31.45,10,13734,1809,11279,42,251,5264,6685,899,259,116
大学 偏差値,1.877,-0.541,21.515,31,42828,22953,16825,1744,1976,3603,13353,14831,3939,1696
千葉県公立高校 倍率 2023,1.877,119.336,24.815,16,22097,7585,12996,921,429,1089,9517,7190,1217,922
子供 遊び場,1.877,-120.948,39.034,11,15198,8895,5735,39,562,6303,6139,1219,538,169
車 バッテリー 寿命,1.876,21.264,32.218,15,20750,13927,6154,30,1466,6114,7302,3979,1184,395
白髪 シャンプー,1.876,-23.017,27.321,10,13826,3146,10178,16,246,3178,6441,3077,574,133
児童手当 いつまで,1.875,0.973,23.726,23,31838,10585,19842,106,1348,9533,13934,5262,835,298
授業参観 服装,1.875,74.027,41.317,12,16606,3412,12305,38,297,6128,8364,1133,150,101
警察官になるには,1.872,11.169,31.54,16,22211,5986,14426,1015,2115,2815,8235,5819,920,360
胃腸風邪 何日で治る,1.871,-13.958,29.79,11,15285,3821,10632,205,1894,6119,4442,1457,585,167
五千円札 人物,1.87,-12.912,43.192,10,13907,5465,7474,297,951,2150,4920,2955,1425,656
子供 発熱 受診の目安 コロナ,1.869,11.821,31.695,15,20877,3516,16558,39,238,8311,10564,1184,163,107
東進ハイスクール,1.868,2.065,25.617,24,33439,13035,18317,1258,923,1943,14224,12282,1338,545
食洗機 電気代,1.868,42.501,38.136,10,13931,4359,9036,23,825,4766,4987,1942,870,302
子供手当 支給月,1.867,13.858,18.381,17,23706,9382,13335,41,982,9845,10571,1328,319,197
インフルエンザ 濃厚接触者,1.866,112.259,16.35,48,67031,17439,46221,430,2716,17574,31955,9826,2288,691
そろばん,1.866,18.173,34.966,24,33524,9601,22272,296,1194,8770,14347,4459,2367,1337
就学援助制度,1.866,64.309,39.392,19,26538,8006,17478,78,951,10104,11399,2542,855,237
usj 駐車場,1.866,82.209,41.184,18,25128,13611,10790,49,1027,7065,12292,3284,865,317
自由研究 まとめ方,1.865,-58.252,24.347,21,29352,5526,21915,401,203,6844,17862,2597,266,232
アスレチック 関西,1.865,-43.893,48.935,13,18179,6749,10498,208,1428,4213,9407,1972,330,170
哺乳瓶グミ,1.865,-85.586,48.493,10,13986,3454,9560,378,834,3560,6484,1613,406,150
希学園,1.863,1.258,24.275,10,14010,4431,8922,108,267,1931,8011,2466,564,405
子供 発熱,1.862,-28.946,44.323,10,14021,3614,9893,24,288,6171,6242,803,236,83
ニトリ 学習机,1.86,101.744,43.396,12,16858,4815,11304,48,214,6329,8090,1320,414,176
修学旅行 バッグ,1.859,-117.478,43.615,13,18278,2888,14148,346,117,2542,11514,2879,183,131
少年野球,1.859,-63.463,46.683,12,16881,9113,6856,116,248,2659,8808,3019,963,574
千種高校,1.859,-40.12,43.452,10,14062,5578,7302,787,877,1192,5782,3520,775,394
カエル 折り紙,1.858,-36.459,45.384,12,16886,3116,12939,84,1475,7630,4886,1377,829,243
勉強机,1.857,-13.893,29.462,25,35220,11077,21860,848,2263,10056,14292,4489,1435,654
マイナンバーカード ポイント 子供,1.857,55.337,27.194,12,16904,5686,10461,79,350,4120,8503,2916,446,181
英検 解答速報,1.855,-28.007,35.811,10,14120,3246,9510,1877,589,1069,6664,2635,338,158
マイナポイント 第2弾 楽天,1.855,-37.717,35.741,10,14118,7017,6646,20,657,3100,5034,3058,1449,615
聖徳学園,1.854,-14.064,40.714,14,19790,6954,11672,403,731,1941,8338,5359,1633,788
四谷大塚 偏差値,1.854,35.289,39.992,14,19780,6596,12371,158,177,1228,11133,5681,746,415
入学式 服装 ママ,1.853,124.323,16.504,46,65077,5528,55658,192,1258,19734,31686,8612,1399,637
0120907485,1.853,-42.625,29.24,28,39597,7889,30103,116,214,12987,23292,2005,270,200
キッズケータイ ソフトバンク,1.852,5.596,27.449,13,18414,4719,13268,73,374,6577,9482,1373,303,128
自転車 安い,1.852,14.175,52.921,10,14169,5351,8206,184,2695,4795,4422,1543,247,84
海釣り公園,1.851,-18.226,33.54,16,22678,14051,7646,118,998,4452,9419,4940,1550,727
保育園 料金,1.848,-0.016,25.04,26,36963,14306,21130,95,5695,17380,7194,2971,2291,670
分数の割り算,1.848,-21.643,41.445,17,24182,9131,13434,391,1370,4104,10711,4480,1568,683
素因数分解,1.848,12.954,32.02,14,19905,8698,9300,1482,2278,2886,8057,2926,733,392
サンダル キッズ,1.848,-76.722,39.971,10,14219,1861,11754,49,218,5235,7383,737,260,126
読書感想文,1.847,-119.522,19.698,28,39851,10265,25216,3368,1270,7371,19323,4585,675,420
ニ段ベット,1.847,-80.338,31.491,21,29893,10320,18112,192,668,8553,14114,4044,1289,435
フォートナイト ニ段階認証,1.847,-27.31,32.346,16,22784,8939,11948,960,415,4592,12334,2728,282,182
子供 鼻血 よく出る,1.847,-21.91,40.186,11,15655,4227,10774,26,388,7204,6757,741,189,103
就学支援金制度,1.846,50.492,23.94,39,55563,16914,35971,386,949,8655,28978,13428,1592,545
修飾語とは,1.846,-88.396,31.077,19,27070,8352,16846,441,995,5901,13560,3461,1147,573
反抗期,1.846,-103.496,44.018,10,14246,4068,9279,292,835,3359,6266,2133,619,319
あんしんフィルター softbank,1.844,-42.99,31.646,13,18566,5434,12485,400,265,2983,11319,2979,203,160
東京 県庁所在地,1.843,18.959,49.441,11,15721,5733,9035,507,2301,3866,6938,1401,157,73
浜学園,1.842,-6.909,21.126,21,30037,9477,19057,303,759,5163,16499,4964,1157,626
ピンクラテ,1.841,-5.039,28.786,31,44386,6579,34789,907,1358,8434,25364,5682,761,478
体操教室,1.841,1.666,40.643,17,24339,4236,18872,73,453,8760,11210,1788,907,617
数検 日程,1.841,-57.835,51.682,12,17185,3952,11977,726,444,852,9055,4944,412,172
卒業式 母 服装,1.84,126.691,13.655,69,98896,11387,81113,491,644,11784,56230,24198,1918,895
四谷大塚,1.84,1.041,17.016,46,65942,20770,42261,508,668,7228,38697,14131,2327,1387
松蔭高校,1.839,-68.15,36.885,13,18650,5986,10961,1129,1290,1836,7545,4476,945,434
市民プール,1.839,-95.932,44.586,12,17219,5837,10406,259,920,5192,7724,1722,602,315
反抗期の息子への対応,1.839,-114.446,48.168,11,15790,3314,11526,66,62,1503,9774,3493,306,194
年賀状じまい,1.839,3.291,39.341,10,14348,5486,8191,28,175,1784,4579,4041,2158,1310
z会 マイページ,1.838,18.707,29.34,17,24405,6623,16645,448,175,3305,14411,4935,475,306
子供 嘔吐 熱なし,1.838,-53.541,32.736,15,21533,4500,16228,20,836,11948,7400,603,322,112
学資保険 必要か,1.837,2.148,30.783,16,23001,8453,13650,20,1814,11028,7056,1611,912,227
switch テレビに映らない,1.837,-67.831,34.2,12,17244,7221,9149,352,2806,6602,5757,1140,168,72
ひめちゃんとおうくん 母親 離婚,1.836,-64.458,32.448,21,30228,7100,21546,276,578,10746,15110,1907,624,184
連立方程式の解き方,1.836,34.374,26.065,16,23036,8589,12442,997,2630,3631,9279,4019,881,435
全力少年,1.835,-36.681,36.221,11,15845,7091,7723,421,1538,2546,5182,4130,1200,225
amazon ポイント,1.835,-13.289,29.282,10,14409,7142,6777,105,1580,4181,4527,2742,846,305
カロナール 子供,1.832,2.278,23.63,47,67885,11598,52975,222,692,18917,39405,5315,1270,711
漢検 日程,1.831,-23.221,24.058,37,53512,12193,37357,2616,2965,5384,25473,12270,1906,926
老後資金 夫婦二人 持ち家,1.831,-0.089,29.0,14,20247,7532,11604,27,236,1906,4761,7654,4287,824
開成中学,1.831,0.195,31.539,11,15903,4975,10041,274,390,2181,8608,3083,577,390
電車 子供料金 何歳から,1.83,31.519,37.35,20,28954,9580,18260,106,1157,13856,11129,1327,680,225
ポンポネット,1.828,90.496,44.079,10,14509,1866,11855,175,1962,2975,5856,2369,651,209
大学受験 日程,1.828,11.428,29.927,10,14509,5055,8508,581,616,1037,5400,5261,871,314
夏休み 自由研究,1.827,-79.91,28.273,15,21777,6308,14164,185,182,3867,12004,3403,859,569
ダウンライト 交換,1.825,32.373,43.359,10,14555,7438,6552,22,575,4381,4884,2776,1294,422
スイちゃん 歴代,1.823,33.947,33.169,13,18959,4642,13277,318,1296,5845,8342,2204,369,102
プール 関東,1.822,-52.69,34.123,12,17514,7053,9765,241,2273,5103,7531,1692,261,117
マイナポイント 第2弾 子供,1.821,5.199,25.966,22,32138,14502,16716,80,395,8203,17639,4378,697,415
コロナ 嘔吐,1.82,-78.488,28.454,27,39497,10380,27409,366,4240,14580,14701,3917,800,220
カワイ音楽教室,1.82,2.324,35.81,19,27783,4522,21902,102,780,9497,11644,3235,1481,560
コロナワクチン 子供,1.82,-11.025,39.786,19,27776,4099,22240,68,355,8113,15716,2226,419,274
ラッシュガード ジュニア,1.82,-176.108,37.26,12,17543,2349,14311,63,72,3639,11170,1881,282,145
コロナ 家庭内感染 何日後,1.82,-76.841,39.231,12,17540,3469,13289,78,586,5349,8027,2620,500,100
武田塾,1.819,0.008,14.688,46,67310,29605,33216,3114,3897,8179,26325,20019,2549,1020
筆箱,1.818,51.103,32.297,23,33690,8610,21372,2647,1468,6678,14432,4408,982,642
フリースクールとは,1.818,0.331,28.14,13,19049,5651,12039,431,1482,2991,7672,3700,1350,680
アウトドア リュック,1.818,-31.037,44.8,11,16125,4598,10682,108,727,3287,7809,3071,604,181
読書感想文 書き方,1.817,-82.384,13.214,67,98280,23882,64360,6310,2486,19819,50058,10603,1515,1014
1リットルは何デシリットル,1.817,-2.241,49.435,10,14669,3726,10049,128,263,3557,7550,1450,841,424
公立高校 入試 日程,1.815,64.26,35.2,19,27932,7809,18066,826,620,2100,13502,7319,1433,976
ランドセルカバー 人気,1.815,123.474,42.846,10,14696,2091,11849,25,126,4947,7771,1027,361,150
人口密度の求め方,1.814,-106.531,31.766,11,16186,4727,10048,594,936,1949,8803,2216,523,334
カムイみさかスキー場,1.814,-18.313,27.267,10,14709,8335,5802,135,1696,2602,5668,3305,795,280
ニンテンドースイッチ 修理,1.813,-10.02,44.859,13,19145,9557,8819,162,552,4116,9692,3380,622,272
防災頭巾,1.813,67.527,48.269,11,16193,2844,12698,93,694,5700,7127,1549,540,245
起立性調節障害 症状,1.812,81.7,32.374,16,23582,4409,16989,1004,1310,2099,9435,6128,1557,845
矯正 値段,1.812,-16.092,25.774,13,19171,5130,12487,1162,6475,3786,4517,1956,425,163
40代 ファッション,1.811,-14.936,38.344,20,29516,3895,24196,117,334,1908,22256,3959,295,189
英検3級 二次試験,1.81,-5.957,29.442,24,35455,9483,22968,1627,417,1454,19833,9091,704,552
